Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Rasheen Ali (40858062),Rasheen Ali,40858062,RB/FLEX,4000,NYJ@BAL 11/23/2025 01:00PM ET,BAL,0.33
RB,Braelon Allen (40858219),Braelon Allen,40858219,RB/FLEX,4000,NYJ@BAL 11/23/2025 01:00PM ET,NYJ,4.08
RB,Lucas Scott (40858223),Lucas Scott,40858223,RB/FLEX,4000,NYJ@BAL 11/23/2025 01:00PM ET,BAL,0
QB,Case Keenum (40857124),Case Keenum,40857124,QB,4000,PIT@CHI 11/23/2025 01:00PM ET,CHI,0
QB,Skylar Thompson (40857386),Skylar Thompson,40857386,QB,4000,PIT@CHI 11/23/2025 01:00PM ET,PIT,0
RB,Brittain Brown (40857403),Brittain Brown,40857403,RB/FLEX,4000,PIT@CHI 11/23/2025 01:00PM ET,CHI,9.7
RB,Travis Homer (40857405),Travis Homer,40857405,RB/FLEX,4000,PIT@CHI 11/23/2025 01:00PM ET,CHI,-0.04
RB,Trey Sermon (40857459),Trey Sermon,40857459,RB/FLEX,4000,PIT@CHI 11/23/2025 01:00PM ET,PIT,0
RB,Roschon Johnson (40857789),Roschon Johnson,40857789,RB/FLEX,4000,PIT@CHI 11/23/2025 01:00PM ET,CHI,0.24
RB,Lew Nichols (40857828),Lew Nichols,40857828,RB/FLEX,4000,PIT@CHI 11/23/2025 01:00PM ET,PIT,0
RB,Deion Hankins (40857929),Deion Hankins,40857929,RB/FLEX,4000,PIT@CHI 11/23/2025 01:00PM ET,CHI,0
QB,Will Howard (40857959),Will Howard,40857959,QB,4000,PIT@CHI 11/23/2025 01:00PM ET,PIT,0
QB,Tyson Bagent (40858287),Tyson Bagent,40858287,QB,4000,PIT@CHI 11/23/2025 01:00PM ET,CHI,0.86
QB,Joshua Dobbs (40857209),Joshua Dobbs,40857209,QB,4000,NE@CIN 11/23/2025 01:00PM ET,NE,0.04
RB,D'Ernest Johnson (40857292),D'Ernest Johnson,40857292,RB/FLEX,4000,NE@CIN 11/23/2025 01:00PM ET,NE,0.18
QB,Jake Browning (40857300),Jake Browning,40857300,QB,4000,NE@CIN 11/23/2025 01:00PM ET,CIN,14.04
RB,Jonathan Ward (40857380),Jonathan Ward,40857380,RB/FLEX,4000,NE@CIN 11/23/2025 01:00PM ET,NE,0
QB,Tommy DeVito (40857537),Tommy DeVito,40857537,QB,4000,NE@CIN 11/23/2025 01:00PM ET,NE,0
QB,Sean Clifford (40857565),Sean Clifford,40857565,QB,4000,NE@CIN 11/23/2025 01:00PM ET,CIN,0
RB,Gary Brightwell (40857572),Gary Brightwell,40857572,RB/FLEX,4000,NE@CIN 11/23/2025 01:00PM ET,CIN,0
RB,Antonio Gibson (40857602),Antonio Gibson,40857602,RB/FLEX,4000,NE@CIN 11/23/2025 01:00PM ET,NE,4.84
RB,Jack Westover (40857664),Jack Westover,40857664,RB/FLEX,4000,NE@CIN 11/23/2025 01:00PM ET,NE,0
RB,Deneric Prince (40857736),Deneric Prince,40857736,RB/FLEX,4000,NE@CIN 11/23/2025 01:00PM ET,NE,0
RB,Kendall Milton (40857942),Kendall Milton,40857942,RB/FLEX,4000,NE@CIN 11/23/2025 01:00PM ET,CIN,0.2
RB,Lan Larison (40858003),Lan Larison,40858003,RB/FLEX,4000,NE@CIN 11/23/2025 01:00PM ET,NE,0
RB,Tahj Brooks (40858056),Tahj Brooks,40858056,RB/FLEX,4000,NE@CIN 11/23/2025 01:00PM ET,CIN,0.23
RB,Brock Lampe (40858199),Brock Lampe,40858199,RB/FLEX,4000,NE@CIN 11/23/2025 01:00PM ET,NE,0
RB,Rushawn Baker (40858201),Rushawn Baker,40858201,RB/FLEX,4000,NE@CIN 11/23/2025 01:00PM ET,NE,0
QB,Russell Wilson (40857126),Russell Wilson,40857126,QB,4000,NYG@DET 11/23/2025 01:00PM ET,NYG,9.31
QB,C.J. Beathard (40857180),C.J. Beathard,40857180,QB,4000,NYG@DET 11/23/2025 01:00PM ET,DET,0
QB,Kyle Allen (40857254),Kyle Allen,40857254,QB,4000,NYG@DET 11/23/2025 01:00PM ET,DET,-0.1
RB,Dante Miller (40857661),Dante Miller,40857661,RB/FLEX,4000,NYG@DET 11/23/2025 01:00PM ET,NYG,0
RB,Jacob Saylors (40857764),Jacob Saylors,40857764,RB/FLEX,4000,NYG@DET 11/23/2025 01:00PM ET,DET,0.12
RB,Eric Gray (40857780),Eric Gray,40857780,RB/FLEX,4000,NYG@DET 11/23/2025 01:00PM ET,NYG,0
RB,Craig Reynolds (40857831),Craig Reynolds,40857831,RB/FLEX,4000,NYG@DET 11/23/2025 01:00PM ET,DET,0.06
RB,Cam Skattebo (40858106),Cam Skattebo,40858106,RB/FLEX,4000,NYG@DET 11/23/2025 01:00PM ET,NYG,16.09
RB,Kye Robichaux (40858207),Kye Robichaux,40858207,RB/FLEX,4000,NYG@DET 11/23/2025 01:00PM ET,DET,0
RB,Sione Vaki (40858249),Sione Vaki,40858249,RB/FLEX,4000,NYG@DET 11/23/2025 01:00PM ET,DET,0.1
QB,Carson Wentz (40857170),Carson Wentz,40857170,QB,4000,MIN@GB 11/23/2025 01:00PM ET,MIN,16.27
QB,John Wolford (40857278),John Wolford,40857278,QB,4000,MIN@GB 11/23/2025 01:00PM ET,MIN,0
RB,C.J. Ham (40857387),C.J. Ham,40857387,RB/FLEX,4000,MIN@GB 11/23/2025 01:00PM ET,MIN,0.38
RB,Cam Akers (40857461),Cam Akers,40857461,RB/FLEX,4000,MIN@GB 11/23/2025 01:00PM ET,MIN,2.39
RB,Pierre Strong Jr. (40857494),Pierre Strong Jr.,40857494,RB/FLEX,4000,MIN@GB 11/23/2025 01:00PM ET,GB,0
RB,Ty Chandler (40857523),Ty Chandler,40857523,RB/FLEX,4000,MIN@GB 11/23/2025 01:00PM ET,MIN,0
RB,Zavier Scott (40857568),Zavier Scott,40857568,RB/FLEX,4000,MIN@GB 11/23/2025 01:00PM ET,MIN,3.24
QB,Clayton Tune (40857619),Clayton Tune,40857619,QB,4000,MIN@GB 11/23/2025 01:00PM ET,GB,0
QB,Max Brosmer (40857846),Max Brosmer,40857846,QB,4000,MIN@GB 11/23/2025 01:00PM ET,MIN,0.53
RB,MarShawn Lloyd (40857947),MarShawn Lloyd,40857947,RB/FLEX,4000,MIN@GB 11/23/2025 01:00PM ET,GB,0
RB,Corey Kiner (40858124),Corey Kiner,40858124,RB/FLEX,4000,MIN@GB 11/23/2025 01:00PM ET,MIN,0
RB,Ameer Abdullah (40857143),Ameer Abdullah,40857143,RB/FLEX,4000,IND@KC 11/23/2025 01:00PM ET,IND,3
QB,Brett Rypien (40857307),Brett Rypien,40857307,QB,4000,IND@KC 11/23/2025 01:00PM ET,IND,0
QB,Gardner Minshew II (40857314),Gardner Minshew II,40857314,QB,4000,IND@KC 11/23/2025 01:00PM ET,KC,-0.3
QB,Chris Oladokun (40857441),Chris Oladokun,40857441,QB,4000,IND@KC 11/23/2025 01:00PM ET,KC,0
RB,Clyde Edwards-Helaire (40857468),Clyde Edwards-Helaire,40857468,RB/FLEX,4000,IND@KC 11/23/2025 01:00PM ET,KC,0.5
RB,Salvon Ahmed (40857483),Salvon Ahmed,40857483,RB/FLEX,4000,IND@KC 11/23/2025 01:00PM ET,IND,0
RB,Elijah Mitchell (40857496),Elijah Mitchell,40857496,RB/FLEX,4000,IND@KC 11/23/2025 01:00PM ET,KC,0
RB,Keaontay Ingram (40857718),Keaontay Ingram,40857718,RB/FLEX,4000,IND@KC 11/23/2025 01:00PM ET,KC,0
RB,Tyler Goodson (40857840),Tyler Goodson,40857840,RB/FLEX,4000,IND@KC 11/23/2025 01:00PM ET,IND,0.8
RB,Ulysses Bentley IV (40857872),Ulysses Bentley IV,40857872,RB/FLEX,4000,IND@KC 11/23/2025 01:00PM ET,IND,0
QB,Anthony Richardson Sr. (40857988),Anthony Richardson Sr.,40857988,QB,4000,IND@KC 11/23/2025 01:00PM ET,IND,1.08
QB,Riley Leonard (40858184),Riley Leonard,40858184,QB,4000,IND@KC 11/23/2025 01:00PM ET,IND,0.1
RB,DJ Giddens (40858187),DJ Giddens,40858187,RB/FLEX,4000,IND@KC 11/23/2025 01:00PM ET,IND,0.94
RB,Brashard Smith (40858189),Brashard Smith,40858189,RB/FLEX,4000,IND@KC 11/23/2025 01:00PM ET,KC,3.72
RB,Carson Steele (40858205),Carson Steele,40858205,RB/FLEX,4000,IND@KC 11/23/2025 01:00PM ET,KC,0
DST,Seahawks  (40857113),Seahawks ,40857113,DST,4000,SEA@TEN 11/23/2025 01:00PM ET,SEA,9.8
QB,Trevor Siemian (40857137),Trevor Siemian,40857137,QB,4000,SEA@TEN 11/23/2025 01:00PM ET,TEN,0
QB,Brandon Allen (40857154),Brandon Allen,40857154,QB,4000,SEA@TEN 11/23/2025 01:00PM ET,TEN,0
WR,Cooper Kupp (40857188),Cooper Kupp,40857188,WR/FLEX,4000,SEA@TEN 11/23/2025 01:00PM ET,SEA,8.11
RB,Myles Gaskin (40857301),Myles Gaskin,40857301,RB/FLEX,4000,SEA@TEN 11/23/2025 01:00PM ET,SEA,0
QB,Drew Lock (40857338),Drew Lock,40857338,QB,4000,SEA@TEN 11/23/2025 01:00PM ET,SEA,0.03
RB,Jordan Mims (40857472),Jordan Mims,40857472,RB/FLEX,4000,SEA@TEN 11/23/2025 01:00PM ET,TEN,0
RB,Brady Russell (40857554),Brady Russell,40857554,RB/FLEX,4000,SEA@TEN 11/23/2025 01:00PM ET,SEA,0
QB,Will Levis (40857648),Will Levis,40857648,QB,4000,SEA@TEN 11/23/2025 01:00PM ET,TEN,0
RB,Julius Chestnut (40857716),Julius Chestnut,40857716,RB/FLEX,4000,SEA@TEN 11/23/2025 01:00PM ET,TEN,0.36
RB,Kenny McIntosh (40857854),Kenny McIntosh,40857854,RB/FLEX,4000,SEA@TEN 11/23/2025 01:00PM ET,SEA,0
RB,George Holani (40857917),George Holani,40857917,RB/FLEX,4000,SEA@TEN 11/23/2025 01:00PM ET,SEA,1.58
WR,Chimere Dike (40857993),Chimere Dike,40857993,WR/FLEX,4000,SEA@TEN 11/23/2025 01:00PM ET,TEN,5.75
RB,Kalel Mullings (40858076),Kalel Mullings,40858076,RB/FLEX,4000,SEA@TEN 11/23/2025 01:00PM ET,TEN,0
RB,Robbie Ouzts (40858120),Robbie Ouzts,40858120,RB/FLEX,4000,SEA@TEN 11/23/2025 01:00PM ET,SEA,0
QB,Jalen Milroe (40858183),Jalen Milroe,40858183,QB,4000,SEA@TEN 11/23/2025 01:00PM ET,SEA,-0.2
QB,Jeff Driskel (40857147),Jeff Driskel,40857147,QB,4000,JAX@ARI 11/23/2025 04:05PM ET,ARI,0
RB,James Conner (40857215),James Conner,40857215,RB/FLEX,4000,JAX@ARI 11/23/2025 04:05PM ET,ARI,11.1
QB,Nick Mullens (40857228),Nick Mullens,40857228,QB,4000,JAX@ARI 11/23/2025 04:05PM ET,JAX,0
QB,Kyler Murray (40857325),Kyler Murray,40857325,QB,4000,JAX@ARI 11/23/2025 04:05PM ET,ARI,16.36
QB,Carter Bradley (40857711),Carter Bradley,40857711,QB,4000,JAX@ARI 11/23/2025 04:05PM ET,JAX,0
RB,Jermar Jefferson (40857732),Jermar Jefferson,40857732,RB/FLEX,4000,JAX@ARI 11/23/2025 04:05PM ET,ARI,0
RB,Cody Schrader (40857768),Cody Schrader,40857768,RB/FLEX,4000,JAX@ARI 11/23/2025 04:05PM ET,JAX,0
QB,Kedon Slovis (40857782),Kedon Slovis,40857782,QB,4000,JAX@ARI 11/23/2025 04:05PM ET,ARI,0
RB,Ja'Quinden Jackson (40858043),Ja'Quinden Jackson,40858043,RB/FLEX,4000,JAX@ARI 11/23/2025 04:05PM ET,JAX,0
RB,Raheem Mostert (40857159),Raheem Mostert,40857159,RB/FLEX,4000,CLE@LV 11/23/2025 04:05PM ET,LV,2.79
QB,Deshaun Watson (40857262),Deshaun Watson,40857262,QB,4000,CLE@LV 11/23/2025 04:05PM ET,CLE,0
QB,Kenny Pickett (40857476),Kenny Pickett,40857476,QB,4000,CLE@LV 11/23/2025 04:05PM ET,LV,-0.34
QB,Bailey Zappe (40857516),Bailey Zappe,40857516,QB,4000,CLE@LV 11/23/2025 04:05PM ET,CLE,0
QB,Aidan O'Connell (40857564),Aidan O'Connell,40857564,QB,4000,CLE@LV 11/23/2025 04:05PM ET,LV,0
RB,Zamir White (40857630),Zamir White,40857630,RB/FLEX,4000,CLE@LV 11/23/2025 04:05PM ET,LV,1.85
RB,Dylan Laube (40857674),Dylan Laube,40857674,RB/FLEX,4000,CLE@LV 11/23/2025 04:05PM ET,LV,0.53
RB,Jerome Ford (40857712),Jerome Ford,40857712,RB/FLEX,4000,CLE@LV 11/23/2025 04:05PM ET,CLE,3.62
RB,Chris Collier (40858005),Chris Collier,40858005,RB/FLEX,4000,CLE@LV 11/23/2025 04:05PM ET,LV,0
QB,Cam Miller (40858092),Cam Miller,40858092,QB,4000,CLE@LV 11/23/2025 04:05PM ET,LV,0
RB,Raheim Sanders (40858112),Raheim Sanders,40858112,RB/FLEX,4000,CLE@LV 11/23/2025 04:05PM ET,CLE,6.3
QB,Will Grier (40857247),Will Grier,40857247,QB,4000,PHI@DAL 11/23/2025 04:25PM ET,DAL,0
RB,Miles Sanders (40857417),Miles Sanders,40857417,RB/FLEX,4000,PHI@DAL 11/23/2025 04:25PM ET,DAL,6.92
RB,Malik Davis (40857449),Malik Davis,40857449,RB/FLEX,4000,PHI@DAL 11/23/2025 04:25PM ET,DAL,0.65
RB,A.J. Dillon (40857533),A.J. Dillon,40857533,RB/FLEX,4000,PHI@DAL 11/23/2025 04:25PM ET,PHI,1.47
QB,Joe Milton III (40857633),Joe Milton III,40857633,QB,4000,PHI@DAL 11/23/2025 04:25PM ET,DAL,3.48
QB,Tanner McKee (40857692),Tanner McKee,40857692,QB,4000,PHI@DAL 11/23/2025 04:25PM ET,PHI,-0.2
RB,Ben VanSumeren (40857744),Ben VanSumeren,40857744,RB/FLEX,4000,PHI@DAL 11/23/2025 04:25PM ET,PHI,0
RB,Hunter Luepke (40857758),Hunter Luepke,40857758,RB/FLEX,4000,PHI@DAL 11/23/2025 04:25PM ET,DAL,1.99
QB,Sam Howell (40857835),Sam Howell,40857835,QB,4000,PHI@DAL 11/23/2025 04:25PM ET,PHI,0
RB,Will Shipley (40858156),Will Shipley,40858156,RB/FLEX,4000,PHI@DAL 11/23/2025 04:25PM ET,PHI,1.41
RB,Phil Mafah (40858160),Phil Mafah,40858160,RB/FLEX,4000,PHI@DAL 11/23/2025 04:25PM ET,DAL,0
QB,Kyle McCord (40858170),Kyle McCord,40858170,QB,4000,PHI@DAL 11/23/2025 04:25PM ET,PHI,0
RB,Jaydon Blue (40858241),Jaydon Blue,40858241,RB/FLEX,4000,PHI@DAL 11/23/2025 04:25PM ET,DAL,2
QB,Easton Stick (40857267),Easton Stick,40857267,QB,4000,ATL@NO 11/23/2025 04:25PM ET,ATL,0
TE,Juwan Johnson (40857357),Juwan Johnson,40857357,TE/FLEX,4000,ATL@NO 11/23/2025 04:25PM ET,NO,10.91
QB,Jake Haener (40857485),Jake Haener,40857485,QB,4000,ATL@NO 11/23/2025 04:25PM ET,NO,0
RB,Carlos Washington Jr. (40857512),Carlos Washington Jr.,40857512,RB/FLEX,4000,ATL@NO 11/23/2025 04:25PM ET,ATL,0
QB,Emory Jones (40857618),Emory Jones,40857618,QB,4000,ATL@NO 11/23/2025 04:25PM ET,ATL,0
RB,Evan Hull (40857870),Evan Hull,40857870,RB/FLEX,4000,ATL@NO 11/23/2025 04:25PM ET,NO,0
QB,Spencer Rattler (40857878),Spencer Rattler,40857878,QB,4000,ATL@NO 11/23/2025 04:25PM ET,NO,13.27
RB,Kendre Miller (40857960),Kendre Miller,40857960,RB/FLEX,4000,ATL@NO 11/23/2025 04:25PM ET,NO,4.76
RB,Nathan Carter (40857972),Nathan Carter,40857972,RB/FLEX,4000,ATL@NO 11/23/2025 04:25PM ET,ATL,1.25
RB,Audric Estime (40858211),Audric Estime,40858211,RB/FLEX,4000,ATL@NO 11/23/2025 04:25PM ET,NO,0
QB,Jimmy Garoppolo (40857138),Jimmy Garoppolo,40857138,QB,4000,TB@LAR 11/23/2025 08:20PM ET,LAR,-0.3
QB,Teddy Bridgewater (40857146),Teddy Bridgewater,40857146,QB,4000,TB@LAR 11/23/2025 08:20PM ET,TB,-0.07
RB,Ronnie Rivers (40857474),Ronnie Rivers,40857474,RB/FLEX,4000,TB@LAR 11/23/2025 08:20PM ET,LAR,0
RB,Owen Wright (40857490),Owen Wright,40857490,RB/FLEX,4000,TB@LAR 11/23/2025 08:20PM ET,TB,0
QB,Stetson Bennett IV (40857580),Stetson Bennett IV,40857580,QB,4000,TB@LAR 11/23/2025 08:20PM ET,LAR,0
QB,Connor Bazelak (40857853),Connor Bazelak,40857853,QB,4000,TB@LAR 11/23/2025 08:20PM ET,TB,0
RB,Josh Williams (40857868),Josh Williams,40857868,RB/FLEX,4000,TB@LAR 11/23/2025 08:20PM ET,TB,0.37
RB,Michael Wiley (40857903),Michael Wiley,40857903,RB/FLEX,4000,TB@LAR 11/23/2025 08:20PM ET,TB,0
RB,Jarquez Hunter (40858203),Jarquez Hunter,40858203,RB/FLEX,4000,TB@LAR 11/23/2025 08:20PM ET,LAR,0
QB,Andy Dalton (40857122),Andy Dalton,40857122,QB,4000,CAR@SF 11/24/2025 08:15PM ET,CAR,3.13
RB,Kyle Juszczyk (40857132),Kyle Juszczyk,40857132,RB/FLEX,4000,CAR@SF 11/24/2025 08:15PM ET,SF,3.61
QB,Mike White (40857212),Mike White,40857212,QB,4000,CAR@SF 11/24/2025 08:15PM ET,CAR,0
RB,Patrick Taylor Jr. (40857427),Patrick Taylor Jr.,40857427,RB/FLEX,4000,CAR@SF 11/24/2025 08:15PM ET,SF,0
RB,DeeJay Dallas (40857463),DeeJay Dallas,40857463,RB/FLEX,4000,CAR@SF 11/24/2025 08:15PM ET,CAR,0
RB,Isaac Guerendo (40857720),Isaac Guerendo,40857720,RB/FLEX,4000,CAR@SF 11/24/2025 08:15PM ET,SF,0
RB,Sincere McCormick (40857824),Sincere McCormick,40857824,RB/FLEX,4000,CAR@SF 11/24/2025 08:15PM ET,SF,0
QB,Kurtis Rourke (40857830),Kurtis Rourke,40857830,QB,4000,CAR@SF 11/24/2025 08:15PM ET,SF,0
RB,Anthony Tyus III (40858166),Anthony Tyus III,40858166,RB/FLEX,4000,CAR@SF 11/24/2025 08:15PM ET,CAR,0
RB,Jonathon Brooks (40858225),Jonathon Brooks,40858225,RB/FLEX,4000,CAR@SF 11/24/2025 08:15PM ET,CAR,0
RB,Trevor Etienne (40858269),Trevor Etienne,40858269,RB/FLEX,4000,CAR@SF 11/24/2025 08:15PM ET,CAR,1.03
RB,Jordan James (40858279),Jordan James,40858279,RB/FLEX,4000,CAR@SF 11/24/2025 08:15PM ET,SF,0
DST,Ravens  (40857117),Ravens ,40857117,DST,3900,NYJ@BAL 11/23/2025 01:00PM ET,BAL,4.4
TE,Hunter Henry (40857219),Hunter Henry,40857219,TE/FLEX,3900,NE@CIN 11/23/2025 01:00PM ET,NE,9.11
WR,Matthew Golden (40858243),Matthew Golden,40858243,WR/FLEX,3900,MIN@GB 11/23/2025 01:00PM ET,GB,6.34
WR,Elic Ayomanor (40858271),Elic Ayomanor,40858271,WR/FLEX,3900,SEA@TEN 11/23/2025 01:00PM ET,TEN,7.34
WR,Xavier Legette (40857909),Xavier Legette,40857909,WR/FLEX,3900,CAR@SF 11/24/2025 08:15PM ET,CAR,7.6
TE,Mark Andrews (40857248),Mark Andrews,40857248,TE/FLEX,3800,NYJ@BAL 11/23/2025 01:00PM ET,BAL,9.99
WR,Rashod Bateman (40857612),Rashod Bateman,40857612,WR/FLEX,3800,NYJ@BAL 11/23/2025 01:00PM ET,BAL,5.49
DST,Patriots  (40857105),Patriots ,40857105,DST,3800,NE@CIN 11/23/2025 01:00PM ET,NE,7.64
WR,DeMario Douglas (40857881),DeMario Douglas,40857881,WR/FLEX,3800,NE@CIN 11/23/2025 01:00PM ET,NE,7.04
WR,Kendrick Bourne (40857239),Kendrick Bourne,40857239,WR/FLEX,3800,CAR@SF 11/24/2025 08:15PM ET,SF,8.52
WR,Calvin Austin III (40857550),Calvin Austin III,40857550,WR/FLEX,3700,PIT@CHI 11/23/2025 01:00PM ET,PIT,7.28
DST,Lions  (40857097),Lions ,40857097,DST,3700,NYG@DET 11/23/2025 01:00PM ET,DET,7
TE,Chig Okonkwo (40857583),Chig Okonkwo,40857583,TE/FLEX,3700,SEA@TEN 11/23/2025 01:00PM ET,TEN,6.57
WR,Cedric Tillman (40857703),Cedric Tillman,40857703,WR/FLEX,3700,CLE@LV 11/23/2025 04:05PM ET,CLE,7.48
WR,Luther Burden III (40858235),Luther Burden III,40858235,WR/FLEX,3600,PIT@CHI 11/23/2025 01:00PM ET,CHI,5.94
DST,Packers  (40857098),Packers ,40857098,DST,3600,MIN@GB 11/23/2025 01:00PM ET,GB,5.2
WR,Van Jefferson (40857351),Van Jefferson,40857351,WR/FLEX,3600,SEA@TEN 11/23/2025 01:00PM ET,TEN,4.19
TE,Harold Fannin Jr. (40858267),Harold Fannin Jr.,40858267,TE/FLEX,3600,CLE@LV 11/23/2025 04:05PM ET,CLE,9.88
TE,Colston Loveland (40858237),Colston Loveland,40858237,TE/FLEX,3500,PIT@CHI 11/23/2025 01:00PM ET,CHI,7.99
WR,Dontayvion Wicks (40857860),Dontayvion Wicks,40857860,WR/FLEX,3500,MIN@GB 11/23/2025 01:00PM ET,GB,4.51
DST,Raiders  (40857102),Raiders ,40857102,DST,3500,CLE@LV 11/23/2025 04:05PM ET,LV,4.3
WR,Tyler Lockett (40857155),Tyler Lockett,40857155,WR/FLEX,3500,CLE@LV 11/23/2025 04:05PM ET,LV,3.87
DST,49ers  (40857112),49ers ,40857112,DST,3500,CAR@SF 11/24/2025 08:15PM ET,SF,3.73
